poi_type,aspect,mentions,avg_sentiment,positive,negative,neutral
"spa,beauty_salon,health",professional masseur,1,0.39,1,0,0
"spa,beauty_salon,health",great massage,1,0.54,1,0,0
"spa,beauty_salon,health",masseuse yoyo,1,0.54,1,0,0
"park,general_contractor,store",inout atelier,6,0.32,6,0,0
"park,general_contractor,store",terrarium workshop,3,0.31,3,0,0
"park,general_contractor,store",ming kuang,2,0.3,2,0,0
"park,general_contractor,store",moss wall,2,0.31,2,0,0
"park,general_contractor,store",’ ve,2,0.44,2,0,0
"park,general_contractor,store",thank,2,0.39,2,0,0
"park,general_contractor,store",new additions,1,0.3,1,0,0
"park,general_contractor,store",plant family,1,0.3,1,0,0
"park,general_contractor,store",'s in-depth knowledge,1,0.3,1,0,0
"park,general_contractor,store",moss,1,0.3,1,0,0
"lodging,bar,restaurant,food",’ s,4,-0.09,0,3,1
"lodging,bar,restaurant,food",singapore,2,-0.12,0,2,0
"lodging,bar,restaurant,food",value,1,0.53,1,0,0
"lodging,bar,restaurant,food",clean rooms,1,0.53,1,0,0
"lodging,bar,restaurant,food",good service,1,0.53,1,0,0
"lodging,bar,restaurant,food",not,1,-0.12,0,1,0
"lodging,bar,restaurant,food",re,1,-0.12,0,1,0
"lodging,bar,restaurant,food",black mold everywhere—an extreme health hazard,1,-0.12,0,1,0
"lodging,bar,restaurant,food",hasn ’ t,1,-0.12,0,1,0
"lodging,bar,restaurant,food",front desk,1,-0.12,0,1,0
"parking,spa,lodging",’ s,2,0.39,2,0,0
"parking,spa,lodging",singapore,2,0.35,2,0,0
"parking,spa,lodging",sustainable design,1,0.43,1,0,0
"parking,spa,lodging",helpful staff,1,0.43,1,0,0
"parking,spa,lodging",major attractions,1,0.43,1,0,0
"parking,spa,lodging",lime restaurant,1,0.38,1,0,0
"parking,spa,lodging",china town point,1,0.38,1,0,0
"parking,spa,lodging",organic,1,0.35,1,0,0
"parking,spa,lodging",central —,1,0.35,1,0,0
"parking,spa,lodging",metro stations,1,0.35,1,0,0
"hair_care,health",michael,4,0.54,4,0,0
"hair_care,health",’ s,4,-0.12,0,4,0
"hair_care,health",alan,3,0.35,3,0,0
"hair_care,health",highly,2,0.34,2,0,0
"hair_care,health",jennifer,2,-0.12,0,2,0
"hair_care,health",got,1,0.4,1,0,0
"hair_care,health",rm99,1,0.4,1,0,0
"hair_care,health",great price,1,0.4,1,0,0
"hair_care,health",great services,1,0.4,1,0,0
"hair_care,health",head massage,1,0.4,1,0,0
"spa,hospital,doctor,beauty_salon,health",dr foo,6,0.36,6,0,0
"spa,hospital,doctor,beauty_salon,health",little,4,0.27,4,0,0
"spa,hospital,doctor,beauty_salon,health",thank,2,0.32,2,0,0
"spa,hospital,doctor,beauty_salon,health",please,2,0.13,1,1,0
"spa,hospital,doctor,beauty_salon,health",dr chan,2,-0.17,0,2,0
"spa,hospital,doctor,beauty_salon,health",’ re,2,-0.17,0,2,0
"spa,hospital,doctor,beauty_salon,health",excellent doctor,1,0.19,1,0,0
"spa,hospital,doctor,beauty_salon,health",accurate assessment,1,0.19,1,0,0
"spa,hospital,doctor,beauty_salon,health",government subsidise,1,0.19,1,0,0
"spa,hospital,doctor,beauty_salon,health",sg,1,0.19,1,0,0
"store,health,food",security officer,3,-0.15,0,3,0
"store,health,food",sakra,2,-0.15,0,2,0
"store,health,food",bad behaviour,2,-0.15,0,2,0
"store,health,food",mitsibushi,2,-0.15,0,2,0
"store,health,food",amazing,1,0.6,1,0,0
"store,health,food",’ m,1,-0.15,0,1,0
"store,health,food",jurong,1,-0.15,0,1,0
"store,health,food",your,1,-0.15,0,1,0
"store,health,food",bad attitude,1,-0.15,0,1,0
"store,health,food",’ t,1,-0.15,0,1,0
"store,supermarket,grocery_or_supermarket,food,health",things halal,1,0.0,0,0,1
"store,supermarket,grocery_or_supermarket,food,health",affordable 👍🏻,1,0.0,0,0,1
"store,supermarket,grocery_or_supermarket,food,health",fantastic,1,0.2,1,0,0
"store,supermarket,grocery_or_supermarket,food,health",halal,1,0.8,1,0,0
"store,supermarket,grocery_or_supermarket,food,health",great place,1,0.8,1,0,0
"store,supermarket,grocery_or_supermarket,food,health",recommended,1,0.8,1,0,0
"pet_store,cafe,store,food",iced,3,0.3,3,0,0
"pet_store,cafe,store,food",peach tea,2,0.18,1,0,1
"pet_store,cafe,store,food",weekend morning,1,0.06,0,0,1
"pet_store,cafe,store,food",white ginger,1,0.06,0,0,1
"pet_store,cafe,store,food",avocado smoothie,1,0.06,0,0,1
"pet_store,cafe,store,food",lava cake,1,0.06,0,0,1
"pet_store,cafe,store,food",decent 👍🏻,1,0.06,0,0,1
"pet_store,cafe,store,food",high quality,1,0.29,1,0,0
"pet_store,cafe,store,food",inclusive cafe,1,0.29,1,0,0
"pet_store,cafe,store,food",purr-fect place,1,0.29,1,0,0
"art_gallery,museum,store",’ s,4,0.35,4,0,0
"art_gallery,museum,store",mint,3,0.37,3,0,0
"art_gallery,museum,store",really,2,0.41,2,0,0
"art_gallery,museum,store",great time,1,0.36,1,0,0
"art_gallery,museum,store",good old days,1,0.36,1,0,0
"art_gallery,museum,store",small,1,0.2,1,0,0
"art_gallery,museum,store",impactful 5-floor exhibition,1,0.2,1,0,0
"art_gallery,museum,store",experience interactive,1,0.2,1,0,0
"art_gallery,museum,store",highly,1,0.2,1,0,0
"art_gallery,museum,store",inner child,1,0.2,1,0,0
"art_gallery,furniture_store,home_goods_store,store",antique lamps,1,0.6,1,0,0
"art_gallery,furniture_store,home_goods_store,store",antique shop,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",tiong bahru,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",19th-century thangka,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",intricate details,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",french accent,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",rich scent,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",equatorial heat,1,0.08,0,0,1
"art_gallery,furniture_store,home_goods_store,store",movie scene,1,0.08,0,0,1
"travel_agency,store",simply scuba,8,0.31,7,0,1
"travel_agency,store",tioman,4,0.21,3,0,1
"travel_agency,store",chris,3,0.21,2,0,1
"travel_agency,store",mongla,2,0.0,0,0,2
"travel_agency,store",own boat,2,0.27,2,0,0
"travel_agency,store",mersing,2,0.27,2,0,0
"travel_agency,store",sky,2,0.21,2,0,0
"travel_agency,store",port control,1,0.0,0,0,1
"travel_agency,store",don ’ t,1,0.0,0,0,1
"travel_agency,store",guide,1,0.0,0,0,1
"atm,storage,finance",excellent service,2,0.54,2,0,0
"atm,storage,finance",have,1,0.29,1,0,0
"atm,storage,finance",robotic,1,0.29,1,0,0
"atm,storage,finance",recommended,1,0.29,1,0,0
"atm,storage,finance",efficient team,1,0.44,1,0,0
"atm,storage,finance",convenient location,1,0.44,1,0,0
"atm,storage,finance",24hour vault,1,0.44,1,0,0
"atm,storage,finance",convenient whenever,1,0.44,1,0,0
"atm,storage,finance",valuable items,1,0.44,1,0,0
"atm,storage,finance",eric,1,0.44,1,0,0
"car_rental,health",lentor ambulance,6,0.32,6,0,0
"car_rental,health",sanjee,6,0.31,6,0,0
"car_rental,health",great care,2,0.31,2,0,0
"car_rental,health",thank,2,0.31,2,0,0
"car_rental,health",* *,2,0.31,2,0,0
"car_rental,health",old dad,1,0.31,1,0,0
"car_rental,health",customer service,1,0.31,1,0,0
"car_rental,health",ambulance staff,1,0.31,1,0,0
"car_rental,health",review,1,0.31,1,0,0
"car_rental,health",exceptional compassion,1,0.31,1,0,0
"museum,restaurant,food",wow,2,0.12,2,0,0
"museum,restaurant,food",taste buds,2,0.12,2,0,0
"museum,restaurant,food",koat,2,0.5,2,0,0
"museum,restaurant,food",lights,1,0.12,1,0,0
"museum,restaurant,food",strategic places,1,0.12,1,0,0
"museum,restaurant,food",aesthetic angle,1,0.12,1,0,0
"museum,restaurant,food",soft music,1,0.12,1,0,0
"museum,restaurant,food",warm home owners,1,0.12,1,0,0
"museum,restaurant,food",hojicha latte,1,0.12,1,0,0
"museum,restaurant,food",coffee shone,1,0.12,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",rd,3,0.3,3,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",highly,2,0.38,2,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",got,2,0.33,2,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",’ re,2,0.37,2,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",amazing experience,1,0.4,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",april,1,0.4,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",fantastic team,1,0.4,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",reservation online,1,0.4,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",birthday option—never,1,0.4,1,0,0
"restaurant,meal_delivery,meal_takeaway,bar,food",thoughtful surprises,1,0.4,1,0,0
"lodging,school",acs oldham,3,0.46,3,0,0
"lodging,school",oh,2,0.56,2,0,0
"lodging,school",singapore,2,0.35,2,0,0
"lodging,school",stayed,2,0.23,2,0,0
"lodging,school",thank,2,0.23,2,0,0
"lodging,school",oldham,2,0.17,2,0,0
"lodging,school",staff,1,0.56,1,0,0
"lodging,school",ahms,1,0.56,1,0,0
"lodging,school",unforgettable days,1,0.56,1,0,0
"lodging,school",’ m,1,0.56,1,0,0
"health,school,store",steven,3,0.32,3,0,0
"health,school,store",alycia,2,0.21,2,0,0
"health,school,store",highly,2,0.39,2,0,0
"health,school,store",philippines,2,0.19,2,0,0
"health,school,store",time meet,1,0.23,1,0,0
"health,school,store",new friends,1,0.23,1,0,0
"health,school,store",helpful tips,1,0.23,1,0,0
"health,school,store",claire,1,0.23,1,0,0
"health,school,store",learning fun,1,0.23,1,0,0
"health,school,store",nice outdoor court,1,0.33,1,0,0
fire_station,tuas,2,0.33,2,0,0
fire_station,fire station,2,0.33,2,0,0
fire_station,singapore,2,0.33,2,0,0
fire_station,fun experience,1,0.29,1,0,0
fire_station,open house,1,0.29,1,0,0
fire_station,highly,1,0.29,1,0,0
fire_station,design stations,1,0.29,1,0,0
fire_station,cool tech gadgets,1,0.29,1,0,0
fire_station,robo 'dog,1,0.29,1,0,0
fire_station,cute outfit,1,0.29,1,0,0
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",iskcon singapore,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",iskcon mayapur,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",visit singapore,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",i didnt,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",prabhupad gaura nitai narasimha tulasi sri radha krishna,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",hare krishna,1,0.0,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",n't post stuff online,1,-0.05,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",you,1,-0.05,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",krishna,1,-0.05,0,0,1
"hindu_temple,tourist_attraction,local_government_office,place_of_worship",hinduism,1,-0.05,0,0,1
"florist,school,store",christina,6,0.17,6,0,0
"florist,school,store",floral arrangement,2,0.34,2,0,0
"florist,school,store",hands-on experience,2,0.18,2,0,0
"florist,school,store",hand bouquet class,1,0.16,1,0,0
"florist,school,store",lesson content,1,0.16,1,0,0
"florist,school,store",useful lesson highlights,1,0.16,1,0,0
"florist,school,store",practical tips,1,0.16,1,0,0
"florist,school,store",basic elements,1,0.16,1,0,0
"florist,school,store",class cos,1,0.17,1,0,0
"florist,school,store",new techniques,1,0.17,1,0,0
"clothing_store,jewelry_store,store",gucci,3,0.03,0,0,3
"clothing_store,jewelry_store,store",gucci paragon,2,0.26,1,0,1
"clothing_store,jewelry_store,store",paragon plaza,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",always,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",doesn ’ t,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",sales girl,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",afzal,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",totally,1,-0.03,0,0,1
"clothing_store,jewelry_store,store",hao,1,0.18,1,0,0
"clothing_store,jewelry_store,store",client advisor,1,0.18,1,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",mr. raye,3,0.51,3,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",mr raye,3,0.32,3,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",hrd,2,0.39,2,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",mr. thann,2,0.5,2,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",ms ng,2,0.5,2,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",mr thann,2,0.39,2,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",great experience,1,0.47,1,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",handyman pte ltd,1,0.47,1,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",ms. ng,1,0.47,1,0,0
"painter,electrician,plumber,home_goods_store,general_contractor,store,health",valuable advice,1,0.47,1,0,0
"jewelry_store,finance,store",good service,4,0.64,4,0,0
"jewelry_store,finance,store",jie yu,3,0.42,3,0,0
"jewelry_store,finance,store",thank,3,0.38,3,0,0
"jewelry_store,finance,store",will,2,0.47,2,0,0
"jewelry_store,finance,store",money max,2,0.47,2,0,0
"jewelry_store,finance,store",melvin khor,2,0.56,2,0,0
"jewelry_store,finance,store",amy chua,2,0.55,2,0,0
"jewelry_store,finance,store",ms wee wei,2,0.45,2,0,0
"jewelry_store,finance,store",amy,2,0.37,2,0,0
"jewelry_store,finance,store",moneymax bukit merah,2,0.37,2,0,0
"shopping_mall,hospital,real_estate_agency,health",food delivery rider,1,0.17,1,0,0
"shopping_mall,hospital,real_estate_agency,health",pretty damn,1,0.17,1,0,0
"shopping_mall,hospital,real_estate_agency,health",security guards,1,0.17,1,0,0
"shopping_mall,hospital,real_estate_agency,health",pretty helpful,1,0.17,1,0,0
"shopping_mall,hospital,real_estate_agency,health",rental ” unit,1,0.44,1,0,0
"shopping_mall,hospital,real_estate_agency,health",he/she,1,0.44,1,0,0
"shopping_mall,hospital,real_estate_agency,health",colleague/personal assistant,1,0.44,1,0,0
"shopping_mall,hospital,real_estate_agency,health",beware,1,0.44,1,0,0
"physiotherapist,hospital,doctor,health",pillay,5,0.25,5,0,0
"physiotherapist,hospital,doctor,health",dr pillay,5,0.28,5,0,0
"physiotherapist,hospital,doctor,health",your,3,0.29,3,0,0
"physiotherapist,hospital,doctor,health",’ m,3,0.19,3,0,0
"physiotherapist,hospital,doctor,health",throughout,2,0.32,2,0,0
"physiotherapist,hospital,doctor,health",exceptional care,2,0.29,2,0,0
"physiotherapist,hospital,doctor,health",april,1,0.34,1,0,0
"physiotherapist,hospital,doctor,health",leg numbness,1,0.34,1,0,0
"physiotherapist,hospital,doctor,health",knowledgeable neurosurgeon,1,0.34,1,0,0
"physiotherapist,hospital,doctor,health",lumbar spine microdisectomy,1,0.34,1,0,0
"school,store,food",rude uncle,2,-0.13,0,2,0
"school,store,food",absolutely,1,-0.13,0,1,0
"school,store,food",came,1,-0.13,0,1,0
"school,store,food",april,1,-0.13,0,1,0
"school,store,food",rude indian uncle,1,-0.13,0,1,0
"school,store,food",atleast talk,1,-0.13,0,1,0
"school,store,food",rude tone,1,-0.13,0,1,0
"school,store,food",coach making,1,-0.13,0,1,0
"school,store,food",pathetic reasons,1,-0.13,0,1,0
"school,store,food",previous players,1,-0.13,0,1,0
"movie_theater,cafe,food",lazy potato,4,0.3,4,0,0
"movie_theater,cafe,food",netflix,2,0.26,2,0,0
"movie_theater,cafe,food",aircon,2,0.31,2,0,0
"movie_theater,cafe,food",good,2,0.24,2,0,0
"movie_theater,cafe,food",dropped,1,0.2,1,0,0
"movie_theater,cafe,food",unsalted,1,0.2,1,0,0
"movie_theater,cafe,food",nice cosy cafe,1,0.2,1,0,0
"movie_theater,cafe,food",yummy food,1,0.2,1,0,0
"movie_theater,cafe,food",katsu sando,1,0.2,1,0,0
"movie_theater,cafe,food",crispy thick juicy chicken thigh meat,1,0.2,1,0,0
"art_gallery,cafe,food",sara,2,0.28,2,0,0
"art_gallery,cafe,food",super fun,1,0.24,1,0,0
"art_gallery,cafe,food",lovely date idea,1,0.24,1,0,0
"art_gallery,cafe,food",isabelle,1,0.24,1,0,0
"art_gallery,cafe,food",such helpful tips,1,0.24,1,0,0
"art_gallery,cafe,food",song selection,1,0.24,1,0,0
"art_gallery,cafe,food",lovely environment,1,0.24,1,0,0
"art_gallery,cafe,food",macaron painting,1,0.24,1,0,0
"art_gallery,cafe,food",wifi,1,0.37,1,0,0
"art_gallery,cafe,food",bluetooth speaker,1,0.37,1,0,0
"shopping_mall,lodging",nice,1,0.6,1,0,0
"shopping_mall,lodging",great restaurant,1,0.57,1,0,0
"shopping_mall,lodging",enjoy,1,0.57,1,0,0
"shopping_mall,lodging",degree city,1,0.57,1,0,0
"shopping_mall,lodging",singapore,1,0.09,0,0,1
"shopping_mall,lodging",marina,1,0.09,0,0,1
"shopping_mall,lodging",bay sands hotel gardenside,1,0.09,0,0,1
"shopping_mall,lodging",wo n't,1,0.09,0,0,1
"general_contractor,home_goods_store,store",brenda,5,0.43,5,0,0
"general_contractor,home_goods_store,store",hafary,5,0.44,5,0,0
"general_contractor,home_goods_store,store",highly,3,0.49,3,0,0
"general_contractor,home_goods_store,store",hana,3,0.44,3,0,0
"general_contractor,home_goods_store,store",couldn ’ t,2,0.45,2,0,0
"general_contractor,home_goods_store,store",entire process,2,0.43,2,0,0
"general_contractor,home_goods_store,store",quality tiles,2,0.45,2,0,0
"general_contractor,home_goods_store,store",sin yan,2,0.48,2,0,0
"general_contractor,home_goods_store,store",excellent support,1,0.6,1,0,0
"general_contractor,home_goods_store,store",tile order,1,0.6,1,0,0
"bar,meal_delivery,cafe,restaurant,food",doreen,1,0.56,1,0,0
"bar,meal_delivery,cafe,restaurant,food",nice service crew,1,0.56,1,0,0
"bar,meal_delivery,cafe,restaurant,food",good service,1,0.56,1,0,0
"bar,meal_delivery,cafe,restaurant,food",friendly,1,0.39,1,0,0
"bar,meal_delivery,cafe,restaurant,food",good choice,1,0.39,1,0,0
"bar,meal_delivery,cafe,restaurant,food",laos,1,0.39,1,0,0
"bar,meal_delivery,cafe,restaurant,food",will,1,0.39,1,0,0
"bar,meal_delivery,cafe,restaurant,food",og,1,0.64,1,0,0
"bar,meal_delivery,cafe,restaurant,food",cbd,1,0.64,1,0,0
"bar,meal_delivery,cafe,restaurant,food",good drink bundles,1,0.64,1,0,0
"health,primary_school,school",good ground,1,0.35,1,0,0
"health,primary_school,school",school… exposure,1,0.35,1,0,0
"health,primary_school,school",such different activities,1,0.35,1,0,0
"health,primary_school,school",brilliant 😊,1,0.35,1,0,0
"health,primary_school,school",kudos,1,0.35,1,0,0
"health,primary_school,school",kjem,1,0.35,1,0,0
"health,primary_school,school",management staffs,1,0.35,1,0,0
"health,primary_school,school",fantastic,1,0.59,1,0,0
"university,accounting,finance,school",’ s,2,0.21,2,0,0
"university,accounting,finance,school",thank,2,0.59,2,0,0
"university,accounting,finance,school",john heng,1,0.25,1,0,0
"university,accounting,finance,school",google scholar,1,0.25,1,0,0
"university,accounting,finance,school",search techniques,1,0.25,1,0,0
"university,accounting,finance,school",practical tips,1,0.25,1,0,0
"university,accounting,finance,school",enhance research efficiency,1,0.25,1,0,0
"university,accounting,finance,school",valuable resources,1,0.25,1,0,0
"university,accounting,finance,school",academic research skills,1,0.25,1,0,0
"university,accounting,finance,school",lim,1,1.0,1,0,0
"cafe,library,restaurant,food",’ ve,2,0.47,2,0,0
"cafe,library,restaurant,food",’ m,2,0.47,2,0,0
"cafe,library,restaurant,food",’ s,1,0.47,1,0,0
"cafe,library,restaurant,food",yasmin,1,0.47,1,0,0
"cafe,library,restaurant,food",liza,1,0.47,1,0,0
"cafe,library,restaurant,food",attaching,1,0.47,1,0,0
